Class,Spec,ItemName,Slot,Rank,Source,Website
warrior,fury,Overlord's Helmet of Second Sight,head,8,"Quest - Teron Gorefiend, I am...",wowtbc.gg
warrior,fury,Choker of Vile Intent,neck,1,Badge of Justice (25),wowtbc.gg
warrior,fury,Adamantine Chain of the Unbroken,neck,2,Slave Pens (HC),wowtbc.gg
warrior,fury,Worgen Claw Necklace,neck,3,Karazhan,wowtbc.gg
warrior,fury,Natasha's Choker,neck,4,Quest - The Hound-Master,wowtbc.gg
warrior,fury,Traitor's Noose,neck,5,Slave Pens (HC),wowtbc.gg
warrior,fury,Haramad's Bargain,neck,6,Rep - The Consortium - Exalted,wowtbc.gg
warrior,fury,Mithril Chain of Heroism,neck,7,Karazhan,wowtbc.gg
warrior,fury,Necklace of Trophies,neck,8,Auction House,wowtbc.gg
warrior,fury,Ripfiend Shoulderplates,shoulder,1,World Boss,wowtbc.gg
warrior,fury,Pauldrons of the Fallen Defender,shoulder,2,Gruul's Lair,wowtbc.gg
warrior,fury,Bladed Shoulderpads of the Merciless,shoulder,3,Karazhan,wowtbc.gg
warrior,fury,Ragesteel Shoulders,shoulder,4,Blacksmithing,wowtbc.gg
warrior,fury,Mantle of Perenolde,shoulder,5,Old Hillsbrad Foothills,wowtbc.gg
warrior,fury,Wastewalker Shoulderpads,shoulder,6,Auchenai Crypts (HC),wowtbc.gg
warrior,fury,Gladiator's Plate Shoulders,shoulder,7,PvP,wowtbc.gg
warrior,fury,Expedition Scout's Epaulets,shoulder,8,Quest - Fel Embers (A),wowtbc.gg
warrior,fury,Black-Iron Battlecloak,back,1,World Boss,wowtbc.gg
warrior,fury,Vengeance Wrap,back,2,Tailoring,wowtbc.gg
warrior,fury,Cloak of the Pit Stalker,back,3,Magtheridon's Lair,wowtbc.gg
warrior,fury,Drape of the Dark Reavers,back,4,Karazhan,wowtbc.gg
warrior,fury,Cloak of the Inciter,back,5,Shadow Labyrinth,wowtbc.gg
warrior,fury,Netherfury Cape,back,6,Botanica,wowtbc.gg
warrior,fury,Auchenai Death Shroud,back,7,Auchenai Crypts (HC),wowtbc.gg
warrior,fury,Blood Knight War Cloak,back,8,Badge of Justice (25),wowtbc.gg
warrior,fury,Terrorweave Tunic,chest,1,World Boss,wowtbc.gg
warrior,fury,Chestguard of the Fallen Defender,chest,2,Magtheridon's Lair,wowtbc.gg
warrior,fury,Ebon Netherscale Breastplate,chest,3,Leatherworking,wowtbc.gg
warrior,fury,Gladiator's Plate Chestpiece,chest,4,PvP,wowtbc.gg
warrior,fury,Primalstrike Vest,chest,5,Leatherworking,wowtbc.gg
warrior,fury,Chestguard of the Conniver,chest,6,Karazhan,wowtbc.gg
warrior,fury,Chestguard of Exile,chest,7,Auction House,wowtbc.gg
warrior,fury,Ragesteel Breastplate,chest,8,Blacksmithing,wowtbc.gg
warrior,fury,Bladespire Warbands,wrist,1,Gruul's Lair,wowtbc.gg
warrior,fury,Black Felsteel Bracers,wrist,2,Blacksmithing,wowtbc.gg
warrior,fury,Bracers of Maliciousness,wrist,3,Karazhan,wowtbc.gg
warrior,fury,Ebon Netherscale Bracers,wrist,4,Leatherworking,wowtbc.gg
warrior,fury,General's Plate Bracers,wrist,5,PvP,wowtbc.gg
warrior,fury,Primalstrike Bracers,wrist,6,Leatherworking,wowtbc.gg
warrior,fury,Nightfall Wristguards,wrist,7,Old Hillsbrad Foothills (HC),wowtbc.gg
warrior,fury,Felstalker Bracers,wrist,8,Leatherworking,wowtbc.gg
warrior,fury,Liar's Tongue Gloves,hands,1,Magtheridon's Lair,wowtbc.gg
warrior,fury,Gauntlets of Martial Perfection,hands,2,Gruul's Lair,wowtbc.gg
warrior,fury,Fel Leather Gloves,hands,3,Leatherworking,wowtbc.gg
warrior,fury,Grips of Deftness,hands,4,Karazhan,wowtbc.gg
warrior,fury,Gloves of the Fallen Defender,hands,5,Karazhan,wowtbc.gg
warrior,fury,Ragesteel Gloves,hands,6,Blacksmithing,wowtbc.gg
warrior,fury,Windstrike Gloves,hands,7,Leatherworking,wowtbc.gg
warrior,fury,Gloves of Dexterous Manipulation,hands,8,Karazhan,wowtbc.gg
warrior,fury,Girdle of the Endless Pit,waist,1,Magtheridon's Lair,wowtbc.gg
warrior,fury,Gronn-Stitched Girdle,waist,2,Gruul's Lair,wowtbc.gg
warrior,fury,Girdle of the Deathdealer,waist,3,Black Morass (HC),wowtbc.gg
warrior,fury,Rune-Engraved Belt,waist,4,Quest - Fel Embers (A),wowtbc.gg
warrior,fury,Ebon Netherscale Belt,waist,5,Leatherworking,wowtbc.gg
warrior,fury,Girdle of the Mentor,waist,6,Naxxramas,wowtbc.gg
warrior,fury,Deathforge Girdle,waist,7,Sethekk Halls,wowtbc.gg
warrior,fury,Terror Pit Girdle,waist,8,Magtheridon's Lair,wowtbc.gg
warrior,fury,Skulker's Greaves,legs,1,Karazhan,wowtbc.gg
warrior,fury,Scaled Greaves of the Marksman,legs,2,World Boss,wowtbc.gg
warrior,fury,Midnight Legguards,legs,3,Slave Pens (HC),wowtbc.gg
warrior,fury,Fel Leather Leggings,legs,4,Leatherworking,wowtbc.gg
warrior,fury,Leggings of the Fallen Defender,legs,5,Gruul's Lair,wowtbc.gg
warrior,fury,Clefthoof Hide Leggings,legs,6,Quest - Showdown,wowtbc.gg
warrior,fury,Gladiator's Plate Legguards,legs,7,PvP,wowtbc.gg
warrior,fury,Vanquisher's Legplates,legs,8,The Mechanar (HC),wowtbc.gg
warrior,fury,Fel Leather Boots,feet,1,Leatherworking,wowtbc.gg
warrior,fury,Edgewalker Longboots,feet,2,Karazhan,wowtbc.gg
warrior,fury,Fiend Slayer Boots,feet,3,Karazhan,wowtbc.gg
warrior,fury,Ironstriders of Urgency,feet,4,Karazhan,wowtbc.gg
warrior,fury,Rapscallion Boots,feet,5,Karazhan,wowtbc.gg
warrior,fury,Boots of the Unjust,feet,6,Auchenai Crypts (HC),wowtbc.gg
warrior,fury,Ferocious Swift-Kickers,feet,7,Karazhan,wowtbc.gg
warrior,fury,General's Plate Greaves,feet,8,PvP,wowtbc.gg
warrior,fury,Ring of Reciprocity,finger,1,World Boss,wowtbc.gg
warrior,fury,Ring of a Thousand Marks,finger,2,Karazhan,wowtbc.gg
warrior,fury,Shaffar's Band of Brutality,finger,3,Mana-Tombs (HC),wowtbc.gg
warrior,fury,Mithril Band of the Unscarred,finger,4,Karazhan,wowtbc.gg
warrior,fury,Garona's Signet Ring,finger,5,Karazhan,wowtbc.gg
warrior,fury,Band of Unnatural Forces,finger,6,Naxxramas,wowtbc.gg
warrior,fury,Ring of Arathi Warlords,finger,7,Badge of Justice (25),wowtbc.gg
warrior,fury,Shapeshifter's Signet,finger,8,Rep - Lower City - Exalted,wowtbc.gg
warrior,fury,Overseer's Signet,finger,9,Quest - Shutting Down Manaforge Ara (Aldor),wowtbc.gg
warrior,fury,Dragonspine Trophy,trinket,1,Gruul's Lair,wowtbc.gg
warrior,fury,Bloodlust Brooch,trinket,2,Badge of Justice (41),wowtbc.gg
warrior,fury,Slayer's Crest,trinket,3,Naxxramas,wowtbc.gg
warrior,fury,Hourglass of the Unraveller,trinket,4,Black Morass,wowtbc.gg
warrior,fury,Abacus of Violent Odds,trinket,5,Mechanar,wowtbc.gg
warrior,fury,Bladefist's Breadth,trinket,6,Quest - Cruel's Intentions/Overlord,wowtbc.gg
warrior,fury,Core of Ar'kelos,trinket,7,Quest - Ar'kelos the Guardian,wowtbc.gg
warrior,fury,Drake Fang Talisman,trinket,8,Blackwing Lair,wowtbc.gg
warrior,fury,Kiss of the Spider,trinket,9,Naxxramas,wowtbc.gg
warrior,fury,Dragonmaw,weapon,1,Blacksmithing,wowtbc.gg
warrior,fury,Gladiator's Slicer,weapon,2,PvP,wowtbc.gg
warrior,fury,The Decapitator,weapon,3,Karazhan,wowtbc.gg
warrior,fury,Fool's Bane,weapon,4,Karazhan,wowtbc.gg
warrior,fury,Drakefist Hammer,weapon,5,Blacksmithing,wowtbc.gg
warrior,fury,Hope Ender,weapon,6,World Boss,wowtbc.gg
warrior,fury,Spiteblade,weapon,7,Karazhan,wowtbc.gg
warrior,fury,The Bladefist,weapon,8,Shattered Halls (HC),wowtbc.gg
warrior,fury,Gladiator's Slicer,off hand,1,PvP,wowtbc.gg
warrior,fury,Hope Ender,off hand,2,World Boss,wowtbc.gg
warrior,fury,Spiteblade,off hand,3,Karazhan,wowtbc.gg
warrior,fury,Vindicator's Brand,off hand,4,Rep - The Aldor - Exalted,wowtbc.gg
warrior,fury,Runic Hammer,off hand,5,Blacksmithing,wowtbc.gg
warrior,fury,Felsteel Longblade,off hand,6,Blacksmithing,wowtbc.gg
warrior,fury,The Harvester of Souls,off hand,7,Auchenai Crypts (HC),wowtbc.gg
warrior,fury,Bloodskull Destroyer,off hand,8,Old Hillsbrad Foothills (HC),wowtbc.gg
warrior,fury,Xavian Stiletto,ranged,1,Karazhan,wowtbc.gg
warrior,fury,Sunfury Bow of the Phoenix,ranged,2,Karazhan,wowtbc.gg
warrior,fury,Mama's Insurance,ranged,3,Quest - Declawing Doomclaw,wowtbc.gg
warrior,fury,Barrel-Blade Longrifle,ranged,4,World Boss,wowtbc.gg
warrior,fury,Marksman's Bow,ranged,5,Rep - Thrallmar - Exalted (H),wowtbc.gg
warrior,fury,Felsteel Whisper Knives,ranged,6,Blacksmithing,wowtbc.gg
warrior,fury,Wolfslayer Sniper Rifle,ranged,7,Karazhan,wowtbc.gg
warrior,fury,Emberhawk Crossbow,ranged,8,Arcatraz,wowtbc.gg
paladin,holy,Fathom-Helm of the Deeps,head,1,World Boss,wowtbc.gg
paladin,holy,Helm of the Fallen Champion,head,2,Karazhan,wowtbc.gg
paladin,holy,Helmet of the Steadfast Champion,head,3,Badge of Justice (50),wowtbc.gg
paladin,holy,Gladiator's Ornamented Headcover,head,4,PvP,wowtbc.gg
paladin,holy,Whitemend Hood,head,5,Tailoring,wowtbc.gg
paladin,holy,Living Dragonscale Helm,head,6,Leatherworking,wowtbc.gg
paladin,holy,Cowl of Nature's Breath,head,7,Gruul's Lair,wowtbc.gg
paladin,holy,Hallowed Crown,head,8,Arcatraz,wowtbc.gg
paladin,holy,Archaic Charm of Presence,neck,1,World Boss,wowtbc.gg
paladin,holy,Teeth of Gruul,neck,2,Gruul's Lair,wowtbc.gg
paladin,holy,Emberspur Talisman,neck,3,Karazhan,wowtbc.gg
paladin,holy,Necklace of Eternal Hope,neck,4,Badge of Justice (25),wowtbc.gg
paladin,holy,Natasha's Guardian Cord,neck,5,Quest - The Hound-Master,wowtbc.gg
paladin,holy,Sethekk Oracle's Focus,neck,6,Quest - Brother Against Brother,wowtbc.gg
paladin,holy,Shining Chain of the Afterworld,neck,7,Karazhan,wowtbc.gg
paladin,holy,Karja's Medallion,neck,8,Quest - Shutting Down Manaforge Ara (Aldor),wowtbc.gg
paladin,holy,Pauldrons of the Fallen Champion,shoulder,1,Gruul's Lair,wowtbc.gg
paladin,holy,Pauldrons of the Justice-Seeker,shoulder,2,Karazhan,wowtbc.gg
paladin,holy,Primal Mooncloth Shoulders,shoulder,3,Tailoring,wowtbc.gg
paladin,holy,Gladiator's Ornamented Spaulders,shoulder,4,PvP,wowtbc.gg
paladin,holy,Pauldrons of the Solace-Giver,shoulder,5,Karazhan,wowtbc.gg
paladin,holy,Dragon-Quake Shoulderguards,shoulder,6,Karazhan,wowtbc.gg
paladin,holy,Forest Wind Shoulderpads,shoulder,7,Karazhan,wowtbc.gg
paladin,holy,Justice Bearer's Pauldrons,shoulder,8,Ramparts (HC),wowtbc.gg
paladin,holy,Stainless Cloak of the Pure Hearted,back,1,Karazhan,wowtbc.gg
paladin,holy,Red Riding Hood's Cloak,back,2,Karazhan,wowtbc.gg
paladin,holy,Lifegiving Cloak,back,3,Auction House,wowtbc.gg
paladin,holy,Bishop's Cloak,back,4,Badge of Justice (25),wowtbc.gg
paladin,holy,Light-Touched Stole of Altruism,back,5,Auchenai Crypts (HC),wowtbc.gg
paladin,holy,Vicar's Cloak,back,6,Quest - The Will of the Warchief (H),wowtbc.gg
paladin,holy,Avian Cloak of Feathers,back,7,Sethekk Halls,wowtbc.gg
paladin,holy,Cloak of Suturing,back,8,Naxxramas,wowtbc.gg
paladin,holy,Chestguard of the Fallen Champion,chest,1,Magtheridon's Lair,wowtbc.gg
paladin,holy,Primal Mooncloth Robe,chest,2,Tailoring,wowtbc.gg
paladin,holy,Windhawk Hauberk,chest,3,Leatherworking,wowtbc.gg
paladin,holy,Breastplate of the Lightbinder,chest,4,Karazhan,wowtbc.gg
paladin,holy,Gladiator's Ornamented Chestguard,chest,5,PvP,wowtbc.gg
paladin,holy,Earthblood Chestguard,chest,6,Karazhan,wowtbc.gg
paladin,holy,Stonebough Jerkin,chest,7,Karazhan,wowtbc.gg
paladin,holy,Hallowed Garments,chest,8,Shadow Labyrinth,wowtbc.gg
paladin,holy,Windhawk Bracers,wrist,1,Leatherworking,wowtbc.gg
paladin,holy,Blessed Bracers,wrist,2,Blacksmithing,wowtbc.gg
paladin,holy,Bracers of Justice,wrist,3,Karazhan,wowtbc.gg
paladin,holy,Whirlwind Bracers,wrist,4,Karazhan,wowtbc.gg
paladin,holy,Virtue Bearer's Vambraces,wrist,5,Blood Furnace (HC),wowtbc.gg
paladin,holy,Bindings of the Timewalker,wrist,6,Rep - Keepers of Time - Exalted,wowtbc.gg
paladin,holy,Primal Surge Bracers,wrist,7,Black Morass,wowtbc.gg
paladin,holy,Bands of the Benevolent,wrist,8,Sethekk Halls (HC),wowtbc.gg
paladin,holy,Gladiator's Ornamented Gloves,hands,1,PvP,wowtbc.gg
paladin,holy,Gauntlets of Renewed Hope,hands,2,Karazhan,wowtbc.gg
paladin,holy,Gloves of the Fallen Champion,hands,3,Karazhan,wowtbc.gg
paladin,holy,Gloves of Centering,hands,4,Karazhan,wowtbc.gg
paladin,holy,Mitts of the Treemender,hands,5,Karazhan,wowtbc.gg
paladin,holy,Gloves of Saintly Blessings,hands,6,Karazhan,wowtbc.gg
paladin,holy,Life Bearer's Gauntlets,hands,7,Ramparts (HC),wowtbc.gg
paladin,holy,Prismatic Mittens of Mending,hands,8,Botanica,wowtbc.gg
paladin,holy,Primal Mooncloth Belt,waist,1,Tailoring,wowtbc.gg
paladin,holy,Windhawk Belt,waist,2,Leatherworking,wowtbc.gg
paladin,holy,Girdle of Truth,waist,3,Karazhan,wowtbc.gg
paladin,holy,Belt of Gale Force,waist,4,Karazhan,wowtbc.gg
paladin,holy,Cord of Nature's Sustenance,waist,5,Karazhan,wowtbc.gg
paladin,holy,Cord of Sanctification,waist,6,Old Hillsbrad Foothills (HC),wowtbc.gg
paladin,holy,Stillwater Girdle,waist,7,Mana Tombs (HC),wowtbc.gg
paladin,holy,Grasp of the Old God,waist,8,Ahn'Qiraj,wowtbc.gg
paladin,holy,Gilded Trousers of Benediction,legs,1,World Boss,wowtbc.gg
paladin,holy,Legplates of the Innocent,legs,2,Karazhan,wowtbc.gg
paladin,holy,Heart-Flame Leggings,legs,3,Karazhan,wowtbc.gg
paladin,holy,Earthsoul Leggings,legs,4,Karazhan,wowtbc.gg
paladin,holy,Leggings of the Fallen Champion,legs,5,Gruul's Lair,wowtbc.gg
paladin,holy,Whitemend Pants,legs,6,Tailoring,wowtbc.gg
paladin,holy,Pontifex Kilt,legs,7,Steamvaults (HC),wowtbc.gg
paladin,holy,Consortium Plated Legguards,legs,8,Quest - Undercutting the Competition,wowtbc.gg
paladin,holy,Gold-Leaf Wildboots,feet,1,World Boss,wowtbc.gg
paladin,holy,Forestlord Striders,feet,2,Karazhan,wowtbc.gg
paladin,holy,Boots of Valiance,feet,3,Karazhan,wowtbc.gg
paladin,holy,Boots of the Incorrupt,feet,4,Karazhan,wowtbc.gg
paladin,holy,Boots of the Watchful Heart,feet,5,Old Hillsbrad Foothills (HC),wowtbc.gg
paladin,holy,Wavefury Boots,feet,6,Slave Pens (HC),wowtbc.gg
paladin,holy,Jeweled Boots of Sanctification,feet,7,Shattered Halls,wowtbc.gg
paladin,holy,Slippers of Serenity,feet,8,Auchenai Crypts (HC),wowtbc.gg
paladin,holy,Naaru Lightwarden's Band,finger,1,Quest - The Fall of Magtheridon,wowtbc.gg
paladin,holy,Ring of Flowing Light,finger,2,World Boss,wowtbc.gg
paladin,holy,Jade Ring of the Everliving,finger,3,Karazhan,wowtbc.gg
paladin,holy,Band of the Crystalline Void,finger,4,Mana-Tombs (HC),wowtbc.gg
paladin,holy,Band of Halos,finger,5,Badge of Justice (25),wowtbc.gg
paladin,holy,Violet Signet of the Grand Restorer,finger,6,Rep - The Violet Eye - Exalted,wowtbc.gg
paladin,holy,Ancestral Band,finger,7,Rep - Thrallmar - Revered (H),wowtbc.gg
paladin,holy,Celestial Jewel Ring,finger,8,Quest - Hitting the Motherlode,wowtbc.gg
paladin,holy,Ring of Fabled Hope,finger,9,Underbog (HC),wowtbc.gg
paladin,holy,Pendant of the Violet Eye,trinket,1,Karazhan,wowtbc.gg
paladin,holy,Essence of the Martyr,trinket,2,Badge of Justice (41),wowtbc.gg
paladin,holy,Ribbon of Sacrifice,trinket,3,Karazhan,wowtbc.gg
paladin,holy,Rejuvenating Gem,trinket,4,Blackwing Lair,wowtbc.gg
paladin,holy,Scarab of the Infinite Cycle,trinket,5,Black Morass,wowtbc.gg
paladin,holy,Eye of the Dead,trinket,6,Naxxramas,wowtbc.gg
paladin,holy,Lower City Prayerbook,trinket,7,Rep - Lower City - Revered,wowtbc.gg
paladin,holy,Auslese's Light Channeler,trinket,8,Blood Furnace (N),wowtbc.gg
paladin,holy,Oshu'gun Relic,trinket,9,Quest - Gava'xi,wowtbc.gg
paladin,holy,Light's Justice,weapon,1,Karazhan,wowtbc.gg
paladin,holy,Gladiator's Salvation,weapon,2,PvP,wowtbc.gg
paladin,holy,Shard of the Virtuous,weapon,3,Karazhan,wowtbc.gg
paladin,holy,Hand of Eternity,weapon,4,Blacksmithing,wowtbc.gg
paladin,holy,Shockwave Truncheon,weapon,5,Shadow Labyrinth (HC),wowtbc.gg
paladin,holy,The Ancient Scepter of Sue-Min,weapon,6,Auction House,wowtbc.gg
paladin,holy,Gavel of Pure Light,weapon,7,Rep - The Sha'tar - Exalted,wowtbc.gg
paladin,holy,Hammer of the Twisting Nether,weapon,8,Naxxramas,wowtbc.gg
paladin,holy,Aegis of the Vindicator,off hand,1,Magtheridon's Lair,wowtbc.gg
paladin,holy,Aran's Soothing Sapphire,off hand,2,Karazhan,wowtbc.gg
paladin,holy,Triptych Shield of the Ancients,off hand,3,Karazhan,wowtbc.gg
paladin,holy,Tears of Heaven,off hand,4,Badge of Justice (25),wowtbc.gg
paladin,holy,Shield of Condemnation,off hand,5,Naxxramas,wowtbc.gg
paladin,holy,Windcaller's Orb,off hand,6,Rep - Cenarion Expedition - Exalted,wowtbc.gg
paladin,holy,Sapphiron's Right Eye,off hand,7,Naxxramas,wowtbc.gg
paladin,holy,Light-Bearer's Faith Shield,off hand,8,Badge of Justice (33),wowtbc.gg
paladin,holy,Libram of Light,relic,1,Naxxramas,wowtbc.gg
paladin,holy,Blessed Book of Nagrand,relic,2,Quest - The Ultimate Bloodsport,wowtbc.gg
paladin,holy,Libram of the Lightbringer,relic,3,The Botanica,wowtbc.gg
priest,holy,Helm of the Fallen Defender,head,1,Karazhan,wowtbc.gg
priest,holy,Whitemend Hood,head,2,Tailoring,wowtbc.gg
priest,holy,Cowl of Naaru Blessings,head,3,Badge of Justice (50),wowtbc.gg
priest,holy,Hallowed Crown,head,4,Arcatraz,wowtbc.gg
priest,holy,Headdress of the High Potentate,head,5,Karazhan,wowtbc.gg
priest,holy,Scintillating Headdress of Second Sight,head,6,Auchenai Crypts (HC),wowtbc.gg
priest,holy,Watcher's Cowl,head,7,Rep - Cenarion Expedition - Revered,wowtbc.gg
priest,holy,Gladiator's Mooncloth Hood,head,8,PvP,wowtbc.gg
priest,holy,Archaic Charm of Presence,neck,1,World Boss,wowtbc.gg
priest,holy,Teeth of Gruul,neck,2,Gruul's Lair,wowtbc.gg
priest,holy,Shining Chain of the Afterworld,neck,3,Karazhan,wowtbc.gg
priest,holy,Emberspur Talisman,neck,4,Karazhan,wowtbc.gg
priest,holy,Karja's Medallion,neck,5,Quest - Shutting Down Manaforge Ara (Aldor),wowtbc.gg
priest,holy,Necklace of Necropsy,neck,6,Naxxramas,wowtbc.gg
priest,holy,Necklace of Eternal Hope,neck,7,Badge of Justice (25),wowtbc.gg
priest,holy,Natasha's Guardian Cord,neck,8,Quest - The Hound-Master,wowtbc.gg
priest,holy,Pauldrons of the Fallen Defender,shoulder,1,Gruul's Lair,wowtbc.gg
priest,holy,Primal Mooncloth Shoulders,shoulder,2,Tailoring,wowtbc.gg
priest,holy,Pauldrons of the Solace-Giver,shoulder,3,Karazhan,wowtbc.gg
priest,holy,Hallowed Pauldrons,shoulder,4,Shadow Labyrinth,wowtbc.gg
priest,holy,Pauldrons of Sufferance,shoulder,5,Old Hillsbrad Foothills,wowtbc.gg
priest,holy,Gladiator's Mooncloth Mantle,shoulder,6,PvP,wowtbc.gg
priest,holy,Shoulderpads of Faith,shoulder,7,Naxxramas,wowtbc.gg
priest,holy,High Warlord's Mooncloth Shoulderpads,shoulder,8,PvP,wowtbc.gg
priest,holy,Stainless Cloak of the Pure Hearted,back,1,Karazhan,wowtbc.gg
priest,holy,Lifegiving Cloak,back,2,Auction House,wowtbc.gg
priest,holy,Red Riding Hood's Cloak,back,3,Karazhan,wowtbc.gg
priest,holy,Cloak of Suturing,back,4,Naxxramas,wowtbc.gg
priest,holy,Avian Cloak of Feathers,back,5,Sethekk Halls,wowtbc.gg
priest,holy,Light-Touched Stole of Altruism,back,6,Auchenai Crypts (HC),wowtbc.gg
priest,holy,Cloak of Scintillating Auras,back,7,Arcatraz,wowtbc.gg
priest,holy,Bishop's Cloak,back,8,Badge of Justice (25),wowtbc.gg
priest,holy,Primal Mooncloth Robe,chest,1,Tailoring,wowtbc.gg
priest,holy,Chestguard of the Fallen Defender,chest,2,Magtheridon's Lair,wowtbc.gg
priest,holy,Hallowed Garments,chest,3,Shadow Labyrinth,wowtbc.gg
priest,holy,Raiments of Divine Authority,chest,4,The Blood Furnace,wowtbc.gg
priest,holy,Gladiator's Mooncloth Robe,chest,5,PvP,wowtbc.gg
priest,holy,Anchorite's Robes,chest,6,Rep - Aldor - Honored,wowtbc.gg
priest,holy,Incanter's Robe,chest,7,Botanica,wowtbc.gg
priest,holy,Robe of Effervescent Light,chest,8,The Blood Furnace (HC),wowtbc.gg
priest,holy,Bands of Indwelling,wrist,1,Karazhan,wowtbc.gg
priest,holy,Bands of the Benevolent,wrist,2,Sethekk Halls (HC),wowtbc.gg
priest,holy,Bindings of the Timewalker,wrist,3,Rep - Keepers of Time - Exalted,wowtbc.gg
priest,holy,Bracelets of Royal Redemption,wrist,4,Ahn'Qiraj,wowtbc.gg
priest,holy,Bindings of Faith,wrist,5,Naxxramas,wowtbc.gg
priest,holy,General's Silk Cuffs,wrist,6,Honor & WSG Marks,wowtbc.gg
priest,holy,Light Scribe Bands,wrist,7,Ramparts (HC),wowtbc.gg
priest,holy,Bracers of Havok,wrist,8,Tailoring,wowtbc.gg
priest,holy,Gloves of Saintly Blessings,hands,1,Karazhan,wowtbc.gg
priest,holy,Gloves of the Fallen Defender,hands,2,Karazhan,wowtbc.gg
priest,holy,Bloody Surgeon's Mitts,hands,3,The Blood Furnace,wowtbc.gg
priest,holy,Hallowed Handwraps,hands,4,Shattered Halls,wowtbc.gg
priest,holy,Mana-Etched Gloves,hands,5,Ramparts (HC),wowtbc.gg
priest,holy,Prismatic Mittens of Mending,hands,6,Botanica,wowtbc.gg
priest,holy,Soul-Eater's Handwraps,hands,7,Magtheridon's Lair,wowtbc.gg
priest,holy,Tempest's Touch,hands,8,Quest - Return to Andormu,wowtbc.gg
priest,holy,Primal Mooncloth Belt,waist,1,Tailoring,wowtbc.gg
priest,holy,Cincture of Will,waist,2,Karazhan,wowtbc.gg
priest,holy,Cord of Belief,waist,3,Slave Pens (HC),wowtbc.gg
priest,holy,Girdle of Ruination,waist,4,Tailoring,wowtbc.gg
priest,holy,Glyph-Lined Sash,waist,5,Mana-Tombs (HC),wowtbc.gg
priest,holy,Cord of Sanctification,waist,6,Old Hillsbrad Foothills (HC),wowtbc.gg
priest,holy,Mindfire Waistband,waist,7,The Blood Furnace,wowtbc.gg
priest,holy,Black Belt of Knowledge,waist,8,Tailoring,wowtbc.gg
priest,holy,Gilded Trousers of Benediction,legs,1,World Boss,wowtbc.gg
priest,holy,Pontifex Kilt,legs,2,Steamvaults (HC),wowtbc.gg
priest,holy,Pantaloons of Repentance,legs,3,Karazhan,wowtbc.gg
priest,holy,Kamaei's Cerulean Skirt,legs,4,Auction House,wowtbc.gg
priest,holy,Leggings of the Fallen Defender,legs,5,Gruul's Lair,wowtbc.gg
priest,holy,Whitemend Pants,legs,6,Tailoring,wowtbc.gg
priest,holy,Pontiff's Pantaloons of Prophecy,legs,7,Old Hillsbrad Foothills (HC),wowtbc.gg
priest,holy,Kirin Tor Master's Trousers,legs,8,Shadow Labyrinth (HC),wowtbc.gg
priest,holy,Boots of the Incorrupt,feet,1,Karazhan,wowtbc.gg
priest,holy,Boots of the Pious,feet,2,Mechanar (HC),wowtbc.gg
priest,holy,Slippers of Serenity,feet,3,Auchenai Crypts,wowtbc.gg
priest,holy,Curate's Boots,feet,4,Quest - Fel Embers (A),wowtbc.gg
priest,holy,Sigil-Laced Boots,feet,5,Arcatraz,wowtbc.gg
priest,holy,Jeweled Boots of Sanctification,feet,6,Shattered Halls,wowtbc.gg
priest,holy,Boots of Pure Thought,feet,7,Blackwing Lair,wowtbc.gg
priest,holy,Sandals of Faith,feet,8,Naxxramas,wowtbc.gg
priest,holy,Ring of Flowing Light,finger,1,World Boss,wowtbc.gg
priest,holy,Violet Signet of the Grand Restorer,finger,2,Rep - The Violet Eye - Exalted,wowtbc.gg
priest,holy,Naaru Lightwarden's Band,finger,3,Quest - The Fall of Magtheridon,wowtbc.gg
priest,holy,Ring of Faith,finger,4,Naxxramas,wowtbc.gg
priest,holy,Jade Ring of the Everliving,finger,5,Karazhan,wowtbc.gg
priest,holy,Ring of Fabled Hope,finger,6,Underbog (HC),wowtbc.gg
priest,holy,Mender's Heart-Ring,finger,7,Karazhan,wowtbc.gg
priest,holy,Ancestral Band,finger,8,Rep - Thrallmar - Revered (H),wowtbc.gg
priest,holy,Spiritualist's Mark of the Sha'tar,finger,9,Quest - Battle of the Crimson Watch,wowtbc.gg
priest,holy,Essence of the Martyr,trinket,1,Badge of Justice (41),wowtbc.gg
